"data.creators","data.name","data.share","data.symbol","data.uri","data.verified","is_mutable","mint","primary_sale_happened","update_authority","explorer_url","metaResult.name","metaResult.symbol","metaResult.description","metaResult.seller_fee_basis_points","metaResult.image","metaResult.attributes","metaResult.properties.files","metaResult.properties.creators","metaResult.properties.category","metaResult.collection.name","metaResult.collection.family"
"[""FqyoWwbBgpa4Xm94HjBedtD4L28Faaz3yWJ5Ty6kP58m"",""A2swRCPygTujR7PugsW1azKzvd5HBc7RwDZo6FTyvzFr"",""HMR9SovTUji9dmbVFbD7LbYfXX92WEkRy12EFBx9K2od"",""H53PsQqovNh7CnSf7HH8qo6DTvDzZNWvyfiYonyaShxd"",""3EuzodbjmU2tFcojPNaVXgT3r19rRNxnDzHk8Ciu6wQZ""]","Lucky Turtle #743","[0,70,10,10,10]","LT","https://arweave.net/rZ9z5Eo1qyzb6k3EgogN3UBmUL7bk5beUNplaabhzjY","[1,0,0,0,0]",true,"DL4Mu29su6Dkj94qdRddzSHtRxM7uuXAXoDhuZgkNCiK",true,"pMy9HUqHC2BtTPT4eRLwYVSAZBQUbjdpK9rDTtmFsTX","https://explorer.solana.com/address/DL4Mu29su6Dkj94qdRddzSHtRxM7uuXAXoDhuZgkNCiK","Lucky Turtle #743","LT","777 Lucky Turtles that have jumped into the Solana blockchain to earn $SOL playing Bingo. In their down time, they enjoy coffee, popcorn, pizza, and burgers. With their extra money, they save turtles who haven’t jumped into the Solana blockchain yet.",1000,"https://www.arweave.net/HnZKn_IkD9fTIIV8V5NnXHoVCBBKNfY3L66HY_8NSU0?ext=png","[{""trait_type"":""Background"",""value"":""Grey""},{""trait_type"":""Shell"",""value"":""Brown""},{""trait_type"":""Body Color"",""value"":""Green""},{""trait_type"":""Mouth"",""value"":""Yummy""},{""trait_type"":""Eyes"",""value"":""Blue Pink Heart""},{""trait_type"":""Glasses"",""value"":""None""},{""trait_type"":""Head Accessory"",""value"":""Orange Fishing Hat""},{""trait_type"":""Hands Object"",""value"":""Red Ticket""},{""trait_type"":""Nails"",""value"":""Rainbow""}]","[{""uri"":""https://www.arweave.net/HnZKn_IkD9fTIIV8V5NnXHoVCBBKNfY3L66HY_8NSU0?ext=png"",""type"":""image/png""}]","[{""address"":""A2swRCPygTujR7PugsW1azKzvd5HBc7RwDZo6FTyvzFr"",""share"":70},{""address"":""HMR9SovTUji9dmbVFbD7LbYfXX92WEkRy12EFBx9K2od"",""share"":10},{""address"":""H53PsQqovNh7CnSf7HH8qo6DTvDzZNWvyfiYonyaShxd"",""share"":10},{""address"":""3EuzodbjmU2tFcojPNaVXgT3r19rRNxnDzHk8Ciu6wQZ"",""share"":10}]","image","Lucky Turtles","Lucky Turtles"
"[""GErEMvGKV2vZB5gzbD1quw8LDQFUKWjGcCBUqRkfV1Uw"",""6JuFMxBrVe9rXwEUynLnZCCcvu5Nz5bpxjKEEJ1nfvk5"",""CFqPEEmLda2YYLWvFcD17Jf1QgidkpQoJf3xUZn7so4R"",""25ybrvkz4RLjivUSArscRL9Gn3FBYeJirSGa5RvrMPe8""]","#78","[0,70,20,10]","","https://arweave.net/V_qjSXBYyeeYTn2LUzs7bNqRnWwk1LgUl0JUiKOrYMc","[1,0,0,0]",true,"5e8yE1AKYw8uUvycHiys6EsXTwQkTRc3pcwLXw8X1M5v",true,"577nZgxsQCJmFxSsR4fUbixknUDL26GskUWC5anpNLMz","https://explorer.solana.com/address/5e8yE1AKYw8uUvycHiys6EsXTwQkTRc3pcwLXw8X1M5v","#78","","Inspired by the abstract art movement, this project is an experimentation of color, texture and light on an artistic composition of a basic form. Resembling Piet Mondrian’s artwork, this collection uses rectangles as the basic form, adding a third dimension and innovative placement of rectangles to create a 3D canvas. The color, texture and light of these rectangles are then assigned through a parametric approach. The result is a collection of 1000 TensorBoxes with unique composition and some mesmerizing compositions.",500,"https://www.arweave.net/WbpFSaNhppem3EW29W0mzMVoVsJVPq_ODzPkXCqTmhY?ext=png","[{""trait_type"":""Color Generators"",""value"":""Six""},{""trait_type"":""Emission Level"",""value"":""Medium""},{""trait_type"":""Contrast"",""value"":""Low""},{""trait_type"":""Surface Type"",""value"":""SubScatterring""},{""trait_type"":""Anchor"",""value"":""Focused""},{""trait_type"":""Base Color"",""value"":""Colored""},{""trait_type"":""Tensor Density"",""value"":""Large""},{""trait_type"":""Orientation"",""value"":""Equal""},{""trait_type"":""Camera"",""value"":""Perspective""},{""trait_type"":""Z-depth"",""value"":""Regular""},{""trait_type"":""Dominant Color 1"",""value"":""darkolivegreen""},{""trait_type"":""Dominant Color 2"",""value"":""olivedrab""},{""trait_type"":""Dominant Color 3"",""value"":""forestgreen""},{""trait_type"":""Dominant Color 4"",""value"":""yellowgreen""},{""trait_type"":""Dominant Color 5"",""value"":""black""},{""trait_type"":""Dominant Color 6"",""value"":""dimgray""}]","[{""type"":""image/png"",""uri"":""https://www.arweave.net/WbpFSaNhppem3EW29W0mzMVoVsJVPq_ODzPkXCqTmhY?ext=png""}]","[{""address"":""6JuFMxBrVe9rXwEUynLnZCCcvu5Nz5bpxjKEEJ1nfvk5"",""share"":70},{""address"":""CFqPEEmLda2YYLWvFcD17Jf1QgidkpQoJf3xUZn7so4R"",""share"":20},{""address"":""25ybrvkz4RLjivUSArscRL9Gn3FBYeJirSGa5RvrMPe8"",""share"":10}]","image","TensorBox","Parametrise"
"[""5wKUWDnPvf8x2mp6Q1rteBC8cPqBtxo3csn8FPR7Kzk8"",""F2sxA27gfSGFkTdrMLUhJREWqt1VQQmYMYAa3acGPRtb""]","Yakuza Raptorz #937","[0,100]"," ","https://arweave.net/BG_ED2BkCedy6pAEAuSfGcQKMbx47ERamcCdSTjl_rg","[1,0]",true,"CZEC6JY6JYr7PS3R5SZv2ydo2QLD6tNuzb17DqJAHTsp",true,"F2sxA27gfSGFkTdrMLUhJREWqt1VQQmYMYAa3acGPRtb","https://explorer.solana.com/address/CZEC6JY6JYr7PS3R5SZv2ydo2QLD6tNuzb17DqJAHTsp","Yakuza Raptorz #937"," ","1,111 Yakuza Raptors have been brought to the present from 200 million years ago by an accidental time travel experiment",500,"https://www.arweave.net/Jbk9iWY_pgxWPaSSm-h0iy0kSJdpmH_GA-f8FVdECi8?ext=png","[{""trait_type"":""Background"",""value"":""Pink""},{""trait_type"":""Body"",""value"":""Base""},{""trait_type"":""Skin"",""value"":""Grey""},{""trait_type"":""Pattern"",""value"":""Blue""},{""trait_type"":""Mouth"",""value"":""None""},{""trait_type"":""Head"",""value"":""Halo_ring""},{""trait_type"":""Eyes"",""value"":""Red""}]","[{""uri"":""https://www.arweave.net/Jbk9iWY_pgxWPaSSm-h0iy0kSJdpmH_GA-f8FVdECi8?ext=png"",""type"":""image/png""}]","[{""address"":""F2sxA27gfSGFkTdrMLUhJREWqt1VQQmYMYAa3acGPRtb"",""share"":100}]","image","Yakuza Raptorz","Raptorz"
"[""5wKUWDnPvf8x2mp6Q1rteBC8cPqBtxo3csn8FPR7Kzk8"",""F2sxA27gfSGFkTdrMLUhJREWqt1VQQmYMYAa3acGPRtb""]","Yakuza Raptorz #797","[0,100]"," ","https://arweave.net/8FwnT68vTbnxCVNfa11fIlYtWKGJGbzmgjU0t6-2g0M","[1,0]",true,"7nN3Tn81VF3VE2xj5wdvqaEfcFvMD6Kf6BL2UcmKA54B",true,"F2sxA27gfSGFkTdrMLUhJREWqt1VQQmYMYAa3acGPRtb","https://explorer.solana.com/address/7nN3Tn81VF3VE2xj5wdvqaEfcFvMD6Kf6BL2UcmKA54B","Yakuza Raptorz #797"," ","1,111 Yakuza Raptors have been brought to the present from 200 million years ago by an accidental time travel experiment",500,"https://www.arweave.net/uJZbZq9Gaa7CNsUhveBypGI6pIY2nv4kg_amc8DwNrg?ext=png","[{""trait_type"":""Background"",""value"":""Gradient""},{""trait_type"":""Body"",""value"":""Base""},{""trait_type"":""Skin"",""value"":""Nebula""},{""trait_type"":""Pattern"",""value"":""Orange""},{""trait_type"":""Mouth"",""value"":""None""},{""trait_type"":""Head"",""value"":""Santa_hat""},{""trait_type"":""Eyes"",""value"":""Blue_green""}]","[{""uri"":""https://www.arweave.net/uJZbZq9Gaa7CNsUhveBypGI6pIY2nv4kg_amc8DwNrg?ext=png"",""type"":""image/png""}]","[{""address"":""F2sxA27gfSGFkTdrMLUhJREWqt1VQQmYMYAa3acGPRtb"",""share"":100}]","image","Yakuza Raptorz","Raptorz"
"[""Eu7AGtnmFXDwvmHgTLhCYk7tar9QdRLqeAM8GkzRQsbW"",""9uMpTb2na6BusjdZPSfuXcceLymVUmJUWroPVv9kBXDc"",""DGmHUkYGuU1ZVRbAPotPnSyxAAwQoquhuXRFSSWSo9DX"",""2QdaaE9JoUik24jvisGX86jmxDcLt8HAHYgUAAaZwxry"",""HAwgJ5nmxPHVue93emsxzatbckXuHkJ9vRVTsrHNM6XS""]","XD #602","[29,10,50,8,3]","XD2","https://arweave.net/ctfPFTI6fNYXcq_qXPNDHnpQNZwEgdTPydjJ8g74nK4","[1,0,0,0,0]",true,"G1AXP9S8UD8eRd6y2Tu5sQfY6bgS2b7XEhzuR7w9cfNz",true,"HKyb8pWCmodZdJQbME1yZQjuChN2JQ2Nv41qaM3fr83T","https://explorer.solana.com/address/G1AXP9S8UD8eRd6y2Tu5sQfY6bgS2b7XEhzuR7w9cfNz","XD #602","XD2","2661 second generation Xin Dragons. Not only are they the cutest babies on Solana, but they also generate $XIN and pay even more when paired with a parent.",1000,"https://www.arweave.net/5MNcsmYrYFuuooQtHlg-Q6ePW8MbvX8Q2J_ouMcMyYs?ext=png","[{""trait_type"":""Background"",""value"":""Sand""},{""trait_type"":""Body"",""value"":""Chinese Neon""},{""trait_type"":""Eyes"",""value"":""Deal With It""},{""trait_type"":""Head"",""value"":""None""},{""trait_type"":""Neck"",""value"":""None""},{""trait_type"":""Mouth"",""value"":""Waterfall""},{""trait_type"":""Fren"",""value"":""Llama""}]","[{""uri"":""https://www.arweave.net/5MNcsmYrYFuuooQtHlg-Q6ePW8MbvX8Q2J_ouMcMyYs?ext=png"",""type"":""image/png""}]","[{""address"":""Eu7AGtnmFXDwvmHgTLhCYk7tar9QdRLqeAM8GkzRQsbW"",""share"":29},{""address"":""9uMpTb2na6BusjdZPSfuXcceLymVUmJUWroPVv9kBXDc"",""share"":10},{""address"":""DGmHUkYGuU1ZVRbAPotPnSyxAAwQoquhuXRFSSWSo9DX"",""share"":50},{""address"":""2QdaaE9JoUik24jvisGX86jmxDcLt8HAHYgUAAaZwxry"",""share"":8},{""address"":""HAwgJ5nmxPHVue93emsxzatbckXuHkJ9vRVTsrHNM6XS"",""share"":3}]","image","Xin Dragons Gen 2","Xin Dragons"
"[""9e2t1Edteo2WQ1u4o22ddDFPyA5EdMX6ZM3Gvub6Pado"",""FTYTxAR5usxYVjRzChouqgHxxboZfj1iz5YdPutF67aF"",""ETZ4Ngqq8NZqm8CJzEYSnChx5RgA9ujvnNBRpPKJQoUp"",""GEHGmVLsoY4SV1eisef6BP8ssNAnqRsrNtsgPztAHkAQ""]","Medieval Diamonds #757","[0,60,20,20]","MD","https://arweave.net/tx5RMTn3z6FL-js02gRuCplpN1pMoHHwfyJBAOtL3lM","[1,0,0,0]",true,"HAkS4DFagXdPFGP8C2eriqHiApy7pajeQ8Knt8j6kmXX",true,"4P6Zsaoe5TL6zwKnJJBEkEMcyPrYqHJ8jV1bxn2YKQod","https://explorer.solana.com/address/HAkS4DFagXdPFGP8C2eriqHiApy7pajeQ8Knt8j6kmXX","Medieval Diamonds #757","MD","777 Medieval Diamonds that act as a pass into our DAO consisting of intelligent investors.",1300,"https://www.arweave.net/jDHw3_GTSU63ird_rgEOb_vDbT_RhTpVbGgjKaGO0fY?ext=png","[{""trait_type"":""Background"",""value"":""MD""},{""trait_type"":""Generation"",""value"":""1""}]","[{""uri"":""https://www.arweave.net/jDHw3_GTSU63ird_rgEOb_vDbT_RhTpVbGgjKaGO0fY?ext=png"",""type"":""image/png""}]","[{""address"":""FTYTxAR5usxYVjRzChouqgHxxboZfj1iz5YdPutF67aF"",""share"":60},{""address"":""ETZ4Ngqq8NZqm8CJzEYSnChx5RgA9ujvnNBRpPKJQoUp"",""share"":20},{""address"":""GEHGmVLsoY4SV1eisef6BP8ssNAnqRsrNtsgPztAHkAQ"",""share"":20}]","image","Medieval Diamonds","MD"
"[]","Crypto Idolz #697","[]","IDOLZ","https://arweave.net/HZ7C4V5NK0toAFjP_WVVI71vQ25fOnL-y0OTTaWnKMg","[]",false,"FxCuG4zyAe44odHuQNYCuQJ7r9MJMmtiVHSzZEaXttUq",false,"63DCfJUUqe9ANLCZnTr487NaQMsgqrCtARAfVWhHfSAa","https://explorer.solana.com/address/FxCuG4zyAe44odHuQNYCuQJ7r9MJMmtiVHSzZEaXttUq","Crypto Idolz #697 - Cristena","IDOLZ","6969 masterpieces capturing the natural female beauty",690,"https://arweave.net/_X_UiRXMtPnvaKOYVOP2Qi_3cx9UUZEkgRkIfbC2Quo?ext=png","[{""trait_type"":""Background"",""value"":""Sunrise""},{""trait_type"":""Skin"",""value"":""Dark Rum""},{""trait_type"":""Boobs"",""value"":""M""},{""trait_type"":""Nipples"",""value"":""Ordinary""},{""trait_type"":""Hair"",""value"":""Short Lilac""},{""trait_type"":""Mouth"",""value"":""DYOR""},{""trait_type"":""generation"",""display_type"":""number"",""value"":1},{""trait_type"":""sequence"",""display_type"":""number"",""value"":697}]","[{""uri"":""https://arweave.net/_X_UiRXMtPnvaKOYVOP2Qi_3cx9UUZEkgRkIfbC2Quo?ext=png"",""type"":""image/png""}]","[{""address"":""AELVv6dYPnkvLUx5jANRoRhxWKSQDyPQ5fkMHVXCvht2"",""share"":""33""},{""address"":""3wiHd3wBituCq9RqmWQcUb9jGEb9Vu9f41j1vuqLTkCF"",""share"":""33""},{""address"":""Agk2bRdQ4VfGuAJyP5Y8GDWiRmZVpQEruamda6XgAEjd"",""share"":""33""},{""address"":""63DCfJUUqe9ANLCZnTr487NaQMsgqrCtARAfVWhHfSAa"",""share"":""1""}]","image",,
"[""G6qLJXMNfCTjwnYP9FWo32MbLKuM9PkmLdkoMf9AyQeA"",""3CqJQPtTya2WZKtFnjQqSjRLrKZPa8BggpUKv91Np8Uw"",""LD8fjazmtd579odFEMvUibim2Dmsntzuws1vma1iQXW""]","TheChickenz Pixelation #4014","[0,65,35]","TCP","https://arweave.net/KAoAGj3NI62vp2pXPR1VlqTyhj1OJxuT3F_Z5e2X2II","[1,0,0]",true,"HaJpubfjJAWM1kLFEqh4XNELrtb2Hx8dtEaRAez4qNXw",true,"3CqJQPtTya2WZKtFnjQqSjRLrKZPa8BggpUKv91Np8Uw","https://explorer.solana.com/address/HaJpubfjJAWM1kLFEqh4XNELrtb2Hx8dtEaRAez4qNXw","TheChickenz Pixelation #4014","TCP","TheChickenz Pixelation is a collection of 2,950 characters designed by Alvaro Serrano. By simply holding an NFT you will be able to share in the revenues of a Battle Royale mobile game. The 16,5% of monthly game profits shared among TheChickenz Pixelation NFTs. Stake your Chick to earn $CHICK.",750,"https://www.arweave.net/dP_wIrCvnW4D7h2NCYEzjwHfDtJ4fjZJloZaBkrC7Vs?ext=png","[{""trait_type"":""Background"",""value"":""Midnight""},{""trait_type"":""Skin"",""value"":""Chicken Blue""},{""trait_type"":""Face"",""value"":""Blue""},{""trait_type"":""Hat"",""value"":""Military Beret""},{""trait_type"":""Clothes"",""value"":""Pajamas Green""},{""trait_type"":""Accesory"",""value"":""Bow""}]","[{""uri"":""https://www.arweave.net/dP_wIrCvnW4D7h2NCYEzjwHfDtJ4fjZJloZaBkrC7Vs?ext=png"",""type"":""image/png""}]","[{""address"":""3CqJQPtTya2WZKtFnjQqSjRLrKZPa8BggpUKv91Np8Uw"",""share"":65},{""address"":""LD8fjazmtd579odFEMvUibim2Dmsntzuws1vma1iQXW"",""share"":35}]","image","TheChickenz Pixelation","TheChickenz Pixelation"
"[""FqyoWwbBgpa4Xm94HjBedtD4L28Faaz3yWJ5Ty6kP58m"",""A2swRCPygTujR7PugsW1azKzvd5HBc7RwDZo6FTyvzFr"",""HMR9SovTUji9dmbVFbD7LbYfXX92WEkRy12EFBx9K2od"",""H53PsQqovNh7CnSf7HH8qo6DTvDzZNWvyfiYonyaShxd"",""3EuzodbjmU2tFcojPNaVXgT3r19rRNxnDzHk8Ciu6wQZ""]","Lucky Turtle #350","[0,70,10,10,10]","LT","https://arweave.net/6UGSA2YLbwbbV0mXlYENIkfR9CCX8AP-vbmWzgrzOL8","[1,0,0,0,0]",true,"7TC7WZVMkDJLy1xqm4y4XNR8H6EXRhEsbH6HZZ9CNdVm",true,"pMy9HUqHC2BtTPT4eRLwYVSAZBQUbjdpK9rDTtmFsTX","https://explorer.solana.com/address/7TC7WZVMkDJLy1xqm4y4XNR8H6EXRhEsbH6HZZ9CNdVm","Lucky Turtle #350","LT","777 Lucky Turtles that have jumped into the Solana blockchain to earn $SOL playing Bingo. In their down time, they enjoy coffee, popcorn, pizza, and burgers. With their extra money, they save turtles who haven’t jumped into the Solana blockchain yet.",1000,"https://www.arweave.net/0sG4E7kz01E8dNC18qEpEsh3d96ARv0eylgqToRDOy8?ext=png","[{""trait_type"":""Background"",""value"":""Gold""},{""trait_type"":""Shell"",""value"":""Brown""},{""trait_type"":""Body Color"",""value"":""Yellow""},{""trait_type"":""Mouth"",""value"":""Smile""},{""trait_type"":""Eyes"",""value"":""Winking Eyes""},{""trait_type"":""Glasses"",""value"":""None""},{""trait_type"":""Head Accessory"",""value"":""Pink Lady Hat""},{""trait_type"":""Hands Object"",""value"":""Blue Heart""},{""trait_type"":""Nails"",""value"":""White""}]","[{""uri"":""https://www.arweave.net/0sG4E7kz01E8dNC18qEpEsh3d96ARv0eylgqToRDOy8?ext=png"",""type"":""image/png""}]","[{""address"":""A2swRCPygTujR7PugsW1azKzvd5HBc7RwDZo6FTyvzFr"",""share"":70},{""address"":""HMR9SovTUji9dmbVFbD7LbYfXX92WEkRy12EFBx9K2od"",""share"":10},{""address"":""H53PsQqovNh7CnSf7HH8qo6DTvDzZNWvyfiYonyaShxd"",""share"":10},{""address"":""3EuzodbjmU2tFcojPNaVXgT3r19rRNxnDzHk8Ciu6wQZ"",""share"":10}]","image","Lucky Turtles","Lucky Turtles"
"[""7UTRpE1pA5SruGhFgvgpXvty6zgejKBos5ypcia9QvYR"",""BzpT3AygApuJ9Gg2vgCTS3NneERqTLwrmWvn51RWu42s"",""Grf2FbYCSxAmoAEgwFW7Rz7hLciUHWYVeQ1jC9Hr4D8E""]","SAINTxDMON: Origins #984","[0,93,7]","SxD","https://arweave.net/5Bt0sOIDVextAF1r0X9Wrfwv1WKXWjN8cwkpri4BsV4","[1,0,0]",true,"GwKWCiwiYM5FqaWRuSxoctWJZVAg7VrWnf2dki4DKQWW",true,"AVwojGPy3CpGj3Etv2f4ekFtQbppLfgppNSFQnxMVneV","https://explorer.solana.com/address/GwKWCiwiYM5FqaWRuSxoctWJZVAg7VrWnf2dki4DKQWW","SAINTxDMON: Origins #984","SxD","SAINTxDMON: Origins is an exclusive collection of 1,111 Champion NFTs on the Solana blockchain. The collection's art features an iconic pop-art style that has never seen before. The traits list is extensive with 3.4 Billion possible combinations, essentially making each NFT a 1:1 collectible. SAINTxDMON was founded by two brothers from New York City and is backed a community of NFT Collectors, Community Leaders, E-Sport Athletes and Artists. The project introduces the first interactive comic book experience to the NFT world, where players will be able to make decisions in order to conclude to hundreds of different endings. At the fundamental level, the project offers a DAO with 100% of Royalties going back to the community and an $SXD with extensive utility. Future plans include staking, metaverse integrations, a mythical creature collection, and breeding mechanics. In short, the project offers an innovative approach to the NFT world as never before seen..",500,"https://www.arweave.net/gslrFR_aDwqPZSI7K-qsgF_BGorWJ_PG4B-ZFvB-l4Q?ext=png","[{""trait_type"":""background"",""value"":""Silver_Black""},{""trait_type"":""skin"",""value"":""shirtless""},{""trait_type"":""armor"",""value"":""warrior""},{""trait_type"":""weapon"",""value"":""sword 2""},{""trait_type"":""hair"",""value"":""dracula""},{""trait_type"":""pets"",""value"":""none""},{""trait_type"":""text"",""value"":""text""}]","[{""uri"":""https://www.arweave.net/gslrFR_aDwqPZSI7K-qsgF_BGorWJ_PG4B-ZFvB-l4Q?ext=png"",""type"":""image/png""}]","[{""address"":""BzpT3AygApuJ9Gg2vgCTS3NneERqTLwrmWvn51RWu42s"",""share"":93},{""address"":""Grf2FbYCSxAmoAEgwFW7Rz7hLciUHWYVeQ1jC9Hr4D8E"",""share"":7}]","image","SAINTXDMON: Origins","SAINTXDMON"
"[""5wKUWDnPvf8x2mp6Q1rteBC8cPqBtxo3csn8FPR7Kzk8"",""F2sxA27gfSGFkTdrMLUhJREWqt1VQQmYMYAa3acGPRtb""]","Yakuza Raptorz #672","[0,100]"," ","https://arweave.net/O16zahihnH4PIsJdNAP1B3TD7DIYJB1Rx8sc1vhTnO4","[1,0]",true,"Do9rWKibrGk5iEQVVmB6Hj51i8XYSwxNzHUmff8AVcDs",true,"F2sxA27gfSGFkTdrMLUhJREWqt1VQQmYMYAa3acGPRtb","https://explorer.solana.com/address/Do9rWKibrGk5iEQVVmB6Hj51i8XYSwxNzHUmff8AVcDs","Yakuza Raptorz #672"," ","1,111 Yakuza Raptors have been brought to the present from 200 million years ago by an accidental time travel experiment",500,"https://www.arweave.net/LiR_IAbhsOGyuK7bGZrUjmyxR6AmDPBS4hepVv3wGWI?ext=png","[{""trait_type"":""Background"",""value"":""Gradient""},{""trait_type"":""Body"",""value"":""Base""},{""trait_type"":""Skin"",""value"":""Red""},{""trait_type"":""Pattern"",""value"":""Blue""},{""trait_type"":""Mouth"",""value"":""Cigar""},{""trait_type"":""Head"",""value"":""Horns""},{""trait_type"":""Eyes"",""value"":""Blue""}]","[{""uri"":""https://www.arweave.net/LiR_IAbhsOGyuK7bGZrUjmyxR6AmDPBS4hepVv3wGWI?ext=png"",""type"":""image/png""}]","[{""address"":""F2sxA27gfSGFkTdrMLUhJREWqt1VQQmYMYAa3acGPRtb"",""share"":100}]","image","Yakuza Raptorz","Raptorz"
"[""G6qLJXMNfCTjwnYP9FWo32MbLKuM9PkmLdkoMf9AyQeA"",""3CqJQPtTya2WZKtFnjQqSjRLrKZPa8BggpUKv91Np8Uw"",""LD8fjazmtd579odFEMvUibim2Dmsntzuws1vma1iQXW""]","TheChickenz Pixelation #1291","[0,65,35]","TCP","https://arweave.net/bXHy3sYY9gO20bjEFTRVVoYvBCICSvWP740ZxoVnK1c","[1,0,0]",true,"BW2eqsjQuYJ4AkPtm3euMiCmDP7C4F6N268VH9pFHUKP",true,"3CqJQPtTya2WZKtFnjQqSjRLrKZPa8BggpUKv91Np8Uw","https://explorer.solana.com/address/BW2eqsjQuYJ4AkPtm3euMiCmDP7C4F6N268VH9pFHUKP","TheChickenz Pixelation #1291","TCP","TheChickenz Pixelation is a collection of 2,950 characters designed by Alvaro Serrano. By simply holding an NFT you will be able to share in the revenues of a Battle Royale mobile game. The 16,5% of monthly game profits shared among TheChickenz Pixelation NFTs. Stake your Chick to earn $CHICK.",750,"https://www.arweave.net/M9Dvfm6z7p2yoCCQwkNij-uuDNm4xvSwNqGWcdJhpbs?ext=png","[{""trait_type"":""Background"",""value"":""Yellow Gradient""},{""trait_type"":""Skin"",""value"":""Penguin""},{""trait_type"":""Face"",""value"":""Nani""},{""trait_type"":""Hat"",""value"":""Crown""},{""trait_type"":""Clothes"",""value"":""Scarf""},{""trait_type"":""Accesory"",""value"":""Nothing""}]","[{""uri"":""https://www.arweave.net/M9Dvfm6z7p2yoCCQwkNij-uuDNm4xvSwNqGWcdJhpbs?ext=png"",""type"":""image/png""}]","[{""address"":""3CqJQPtTya2WZKtFnjQqSjRLrKZPa8BggpUKv91Np8Uw"",""share"":65},{""address"":""LD8fjazmtd579odFEMvUibim2Dmsntzuws1vma1iQXW"",""share"":35}]","image","TheChickenz Pixelation","TheChickenz Pixelation"
"[""FPgRG5BKztLr2aXYThwCnhJNRkUKKAbXBZNKg4hSMRKf"",""CkqwmiE23pxJ9ummSmc3y8VPd5VUWpdJpNsYRNDXYzCa"",""NTbqs5ir7X7uMYQtqbcpzi6r9AnwnWZZ5jZUHHZy5dx"",""2JsYLM3WdsqLjYGfnpa4Harwx3VPWDDkBtGkvrkEQBJi""]","The Aces NFT #2486","[0,15,15,70]","ACES","https://arweave.net/9elq1QiMnqyozb6vCzzPt3H2NU1Qj9-R3ctcs2mbhcg","[1,0,0,0]",true,"HLSMkHe25qjivqzA4TuxAst8LCT262z4RBqVSfeksUyF",true,"2J9HZSVM2CsFNQ2WC6SYZYuh8uL4E9iLZbXcSnqrLZrY","https://explorer.solana.com/address/HLSMkHe25qjivqzA4TuxAst8LCT262z4RBqVSfeksUyF","The Aces NFT #2486","ACES","The Aces NFT",700,"https://arweave.net/bvAG_vm7j7Us-IJweOayHYd0-OsPlh9j67GnDBDGjpU","[{""trait_type"":""Deck"",""value"":""10solanabluedeck""},{""trait_type"":""Suit"",""value"":""diamonds""},{""trait_type"":""Value"",""value"":""2 ""},{""trait_type"":""Base"",""value"":""red""},{""trait_type"":""Pattern"",""value"":""diamondspattern1-2""},{""trait_type"":""Feature"",""value"":""waterdrop1""}]","[{""type"":""image/png"",""uri"":""https://arweave.net/bvAG_vm7j7Us-IJweOayHYd0-OsPlh9j67GnDBDGjpU""}]","[{""address"":""CkqwmiE23pxJ9ummSmc3y8VPd5VUWpdJpNsYRNDXYzCa"",""share"":15},{""address"":""NTbqs5ir7X7uMYQtqbcpzi6r9AnwnWZZ5jZUHHZy5dx"",""share"":15},{""address"":""2JsYLM3WdsqLjYGfnpa4Harwx3VPWDDkBtGkvrkEQBJi"",""share"":70}]","image",,
"[""G6qLJXMNfCTjwnYP9FWo32MbLKuM9PkmLdkoMf9AyQeA"",""3CqJQPtTya2WZKtFnjQqSjRLrKZPa8BggpUKv91Np8Uw"",""LD8fjazmtd579odFEMvUibim2Dmsntzuws1vma1iQXW""]","TheChickenz Pixelation #2260","[0,65,35]","TCP","https://arweave.net/UlCQ1ldfusn2fEMGmJWrd16FHZfV0IsPmynEAmN91EQ","[1,0,0]",true,"Eec6tY5bEnNPME8rHX78dbBN3jz9CfdYKmpffqtR9joK",true,"3CqJQPtTya2WZKtFnjQqSjRLrKZPa8BggpUKv91Np8Uw","https://explorer.solana.com/address/Eec6tY5bEnNPME8rHX78dbBN3jz9CfdYKmpffqtR9joK","TheChickenz Pixelation #2260","TCP","TheChickenz Pixelation is a collection of 2,950 characters designed by Alvaro Serrano. By simply holding an NFT you will be able to share in the revenues of a Battle Royale mobile game. The 16,5% of monthly game profits shared among TheChickenz Pixelation NFTs. Stake your Chick to earn $CHICK.",750,"https://www.arweave.net/H0i2ydw9ALvu9FF4yiqUCQORbU_C2iY21H71FpFWDQU?ext=png","[{""trait_type"":""Background"",""value"":""Sky""},{""trait_type"":""Skin"",""value"":""Chicken Brown""},{""trait_type"":""Face"",""value"":""Red""},{""trait_type"":""Hat"",""value"":""Astronaut Helmet""},{""trait_type"":""Clothes"",""value"":""Safety Vest""},{""trait_type"":""Accesory"",""value"":""Nothing""}]","[{""uri"":""https://www.arweave.net/H0i2ydw9ALvu9FF4yiqUCQORbU_C2iY21H71FpFWDQU?ext=png"",""type"":""image/png""}]","[{""address"":""3CqJQPtTya2WZKtFnjQqSjRLrKZPa8BggpUKv91Np8Uw"",""share"":65},{""address"":""LD8fjazmtd579odFEMvUibim2Dmsntzuws1vma1iQXW"",""share"":35}]","image","TheChickenz Pixelation","TheChickenz Pixelation"
