"data.creators","data.name","data.share","data.symbol","data.uri","data.verified","is_mutable","mint","primary_sale_happened","update_authority","explorer_url","metaResult.name","metaResult.symbol","metaResult.description","metaResult.seller_fee_basis_points","metaResult.image","metaResult.attributes","metaResult.properties.files","metaResult.properties.creators","metaResult.properties.category","metaResult.collection.name","metaResult.collection.family"
"[""EfZ8f7AiJPdYud9TjRCQewvNPSu9ZVw9DfVg64AoxzHE"",""5hce78UqEa2JxXHvGWxjNwqh62jqZvf1ep3Qe7WoNYou"",""BuNageytWKnXgWbXpJaAByj23T9xhy93264mb8cetfLz""]","Duck Royal Club #223","[0,10,90]","DURC","https://arweave.net/LibaSxNWQC1CBryKeaghTW1q387hjBPQF-f7nemg1Gw","[1,0,0]",true,"92agGrPXDa112BX7CwWhsZjr8BaJjBdqJyYRFJZPDYuk",true,"5yADLrL7kDkKsJPgw9R6u9EHsiW6sCPgPhsKk7HAoc9s","https://explorer.solana.com/address/92agGrPXDa112BX7CwWhsZjr8BaJjBdqJyYRFJZPDYuk","Duck Royal Club #223","DURC","The Duck Royal Club is the 2nd collection out of 10 of the Royal Club NFTs. 555 Ducks that will give you access to the exclusive Royal Club DAO and Club Wallet SOL airdrops",700,"https://arweave.net/bls4um4YuCh5SRYqn1a36bvaBW48Bs0AaBzj2C3bYz8","[{""trait_type"":""Background"",""value"":""Lemon""},{""trait_type"":""Body"",""value"":""Grey""},{""trait_type"":""Eyes"",""value"":""OG""},{""trait_type"":""Beak"",""value"":""Bubblegum""},{""trait_type"":""Eyewear"",""value"":""Pink Glasses""},{""trait_type"":""Hat"",""value"":""Uniduck""}]","[{""type"":""image/png"",""uri"":""https://arweave.net/bls4um4YuCh5SRYqn1a36bvaBW48Bs0AaBzj2C3bYz8""}]","[{""address"":""5hce78UqEa2JxXHvGWxjNwqh62jqZvf1ep3Qe7WoNYou"",""share"":10},{""address"":""BuNageytWKnXgWbXpJaAByj23T9xhy93264mb8cetfLz"",""share"":90}]","image","Duck Royal Club","Royal Club NFT"
"[""EfZ8f7AiJPdYud9TjRCQewvNPSu9ZVw9DfVg64AoxzHE"",""5hce78UqEa2JxXHvGWxjNwqh62jqZvf1ep3Qe7WoNYou"",""BuNageytWKnXgWbXpJaAByj23T9xhy93264mb8cetfLz""]","Duck Royal Club #277","[0,10,90]","DURC","https://arweave.net/VNvzLVwdEc1zcrJoi4F42PBqQKZbJyFK6TBRP6WJSWI","[1,0,0]",true,"7m4TebQFUBwk418G12DcK6WH5bm7URQD45N7ihPuKE3T",true,"5yADLrL7kDkKsJPgw9R6u9EHsiW6sCPgPhsKk7HAoc9s","https://explorer.solana.com/address/7m4TebQFUBwk418G12DcK6WH5bm7URQD45N7ihPuKE3T","Duck Royal Club #277","DURC","The Duck Royal Club is the 2nd collection out of 10 of the Royal Club NFTs. 555 Ducks that will give you access to the exclusive Royal Club DAO and Club Wallet SOL airdrops",700,"https://arweave.net/Wth_6mztQhqa-bf6JcmfBYHVxIQzeScBKKZE2kig_nk","[{""trait_type"":""Background"",""value"":""Peach""},{""trait_type"":""Body"",""value"":""OG""},{""trait_type"":""Eyes"",""value"":""Hollow""},{""trait_type"":""Beak"",""value"":""Solana""},{""trait_type"":""Eyewear"",""value"":""Third Eye""},{""trait_type"":""Hat"",""value"":""None""}]","[{""type"":""image/png"",""uri"":""https://arweave.net/Wth_6mztQhqa-bf6JcmfBYHVxIQzeScBKKZE2kig_nk""}]","[{""address"":""5hce78UqEa2JxXHvGWxjNwqh62jqZvf1ep3Qe7WoNYou"",""share"":10},{""address"":""BuNageytWKnXgWbXpJaAByj23T9xhy93264mb8cetfLz"",""share"":90}]","image","Duck Royal Club","Royal Club NFT"
"[""G6qLJXMNfCTjwnYP9FWo32MbLKuM9PkmLdkoMf9AyQeA"",""3CqJQPtTya2WZKtFnjQqSjRLrKZPa8BggpUKv91Np8Uw"",""LD8fjazmtd579odFEMvUibim2Dmsntzuws1vma1iQXW""]","TheChickenz Pixelation #3247","[0,65,35]","TCP","https://arweave.net/W9AZqq2BVpgOSqIBuiikwUko0THFuzJB7wWe0dLmDnI","[1,0,0]",true,"9Q9nynStUiAm2KcvcParGPXcGrSZ8zJxmRty9sRZGkBQ",true,"3CqJQPtTya2WZKtFnjQqSjRLrKZPa8BggpUKv91Np8Uw","https://explorer.solana.com/address/9Q9nynStUiAm2KcvcParGPXcGrSZ8zJxmRty9sRZGkBQ","TheChickenz Pixelation #3247","TCP","TheChickenz Pixelation is a collection of 2,950 characters designed by Alvaro Serrano. By simply holding an NFT you will be able to share in the revenues of a Battle Royale mobile game. The 16,5% of monthly game profits shared among TheChickenz Pixelation NFTs. Stake your Chick to earn $CHICK.",750,"https://www.arweave.net/_YSguyWBuHTPcnp9PdYCBovuo5Sc9StaemNrlmwe61E?ext=png","[{""trait_type"":""Background"",""value"":""Sky""},{""trait_type"":""Skin"",""value"":""Chicken Blue""},{""trait_type"":""Face"",""value"":""Black""},{""trait_type"":""Hat"",""value"":""Chick""},{""trait_type"":""Clothes"",""value"":""Pajamas Blue""},{""trait_type"":""Accesory"",""value"":""Bow""}]","[{""uri"":""https://www.arweave.net/_YSguyWBuHTPcnp9PdYCBovuo5Sc9StaemNrlmwe61E?ext=png"",""type"":""image/png""}]","[{""address"":""3CqJQPtTya2WZKtFnjQqSjRLrKZPa8BggpUKv91Np8Uw"",""share"":65},{""address"":""LD8fjazmtd579odFEMvUibim2Dmsntzuws1vma1iQXW"",""share"":35}]","image","TheChickenz Pixelation","TheChickenz Pixelation"
"[""7i7ccNyKrrpfeJ1sJWi5f6d1uTDHd8r8So6LnPouWpf3"",""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""J6vK7PmyNX3tBbxzKz6TywKpoExitFunBYRj6VEDCaRj"",""Cj9SJuukKUGn7ouatiyeM37eD8uA9fCdC3xobc8w1KXr""]","Sovanian Egg #5368","[0,10,72,18]","Sovana Egg","https://bafybeigf7tmlndzjgq6l7p543od5vh2jdt46yznx2xhqwg6b737eoeajfq.ipfs.dweb.link/5368.json","[1,0,0,0]",true,"F3reybXtCjhgeoedPQ37w5eDSupihnj6rs3HjJuNmHhv",true,"HnoDZ8EsbnGYAappr62Y2p2evsB4PLHCdB1gRo2mpP77","https://explorer.solana.com/address/F3reybXtCjhgeoedPQ37w5eDSupihnj6rs3HjJuNmHhv","Sovanian Egg #5368","Sovana Egg","Sovana is an interoperable metaverse where we bring utility to NFTs. Our vision is to intergrate and drive value to existing NFTs and communities.",800,"https://bafybeig2eumlzymbzvs4b7h3qgc7t3f5qdiew34liljds4cxb3vwuhqwau.ipfs.dweb.link/5368.gif?ext=gif","[{""value"":""Water"",""trait_type"":""Egg""},{""value"":""Samurai Sword"",""trait_type"":""Incubator""},{""value"":""Planets"",""trait_type"":""Climate""},{""value"":""Frost"",""trait_type"":""Energy""},{""value"":""None"",""trait_type"":""OG Symbol""}]","[{""uri"":""https://bafybeig2eumlzymbzvs4b7h3qgc7t3f5qdiew34liljds4cxb3vwuhqwau.ipfs.dweb.link/5368.gif?ext=gif"",""type"":""image/gif""}]","[{""address"":""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""share"":10},{""address"":""J6vK7PmyNX3tBbxzKz6TywKpoExitFunBYRj6VEDCaRj"",""share"":72},{""address"":""Cj9SJuukKUGn7ouatiyeM37eD8uA9fCdC3xobc8w1KXr"",""share"":18}]","image",,
"[""Fisa5eUEN8z547HBMaCqnBPCeWRwbjUnUk9gap23ygnv"",""5W4bKB6R4zeuxP9Fyo9QFi3H5qomfrLMd3RfMqZxnfpc""]","Kingdom of Dwarves #71","[0,100]","KOD","https://arweave.net/tbNCj_5XxzkPVZZN1G9t3D0VRv0GsJ8JnUKi2EMN1l4","[1,0]",true,"8rGXoAM9Fa3Y5aET42RXy5Me47Xr9mz5cAHG4CRcfYGR",true,"8xFT4fmwLmeVsHr93FG221S6w8PNE5FGMUT2LbSyX5V3","https://explorer.solana.com/address/8rGXoAM9Fa3Y5aET42RXy5Me47Xr9mz5cAHG4CRcfYGR","Kingdom of Dwarves #71","KOD","Fantastical Dwarves",500,"https://www.arweave.net/8uoepF-fcDuboMyUtlB6ncxE0yUzdM7hPCixrTaiWek?ext=png","[{""trait_type"":""Background"",""value"":""Black""},{""trait_type"":""Dwarf"",""value"":""Neutral""},{""trait_type"":""Chest"",""value"":""Black Chainmail""},{""trait_type"":""Beard"",""value"":""Natural Dark Grey""},{""trait_type"":""Head"",""value"":""Iron Red Trim Helmet""},{""trait_type"":""Given Name"",""value"":""Houbat Kegbringer""},{""trait_type"":""Occupation"",""value"":""King's Guards""},{""trait_type"":""Realm"",""value"":""2""},{""trait_type"":""Season"",""value"":""1""}]","[{""uri"":""https://www.arweave.net/8uoepF-fcDuboMyUtlB6ncxE0yUzdM7hPCixrTaiWek?ext=png"",""type"":""image/png""}]","[{""address"":""Fisa5eUEN8z547HBMaCqnBPCeWRwbjUnUk9gap23ygnv"",""verified"":1,""share"":0},{""address"":""5W4bKB6R4zeuxP9Fyo9QFi3H5qomfrLMd3RfMqZxnfpc"",""verified"":0,""share"":100}]","image",,
"[""6JYM3e2gmrPb2pivGeqcoZKso5zAFgPG6KCcwRcnaSrm"",""DeLu4LLuniMe4ERPXoTRXVLFrq1xq3kjNQ68gGnTZ7Vc""]","Yukan Theros #842","[0,100]","YT","https://arweave.net/KyXTIkHehgJ83kkEp8RXWY3qM0f6UO1RUU3A_FEXW3Y","[1,0]",true,"ApAeBarAJzkFqBqgo9kGebMHVXPyEziddYozLWkTi8F3",true,"DeLu4LLuniMe4ERPXoTRXVLFrq1xq3kjNQ68gGnTZ7Vc","https://explorer.solana.com/address/ApAeBarAJzkFqBqgo9kGebMHVXPyEziddYozLWkTi8F3","Yukan Theros #842","YT","1,111 Yukan Theros have been brought to the present from 200 million years ago by an accidental time travel experiment, and they eventually fell in love with the Raptorz",700,"https://arweave.net/8doR9fPD_MOXAfLNuBPRLKDhkuff-8bgEpM3js6JuwU","[{""trait_type"":""Background"",""value"":""Vaporware""},{""trait_type"":""Avatar"",""value"":""Ice""},{""trait_type"":""Face"",""value"":""None""},{""trait_type"":""Neck"",""value"":""Rope""},{""trait_type"":""Mouth"",""value"":""Blunt""}]","[{""type"":""image/png"",""uri"":""https://arweave.net/8doR9fPD_MOXAfLNuBPRLKDhkuff-8bgEpM3js6JuwU""}]","[{""address"":""DeLu4LLuniMe4ERPXoTRXVLFrq1xq3kjNQ68gGnTZ7Vc"",""share"":100}]","image","Yukan Theros","Theros"
"[""6JYM3e2gmrPb2pivGeqcoZKso5zAFgPG6KCcwRcnaSrm"",""DeLu4LLuniMe4ERPXoTRXVLFrq1xq3kjNQ68gGnTZ7Vc""]","Yukan Theros #217","[0,100]","YT","https://arweave.net/158iZWKwdZCC8VzzJNxYZYytYy5XlXxh4DDGjbWk-Ek","[1,0]",true,"Atsc96ecUCQcQ1buZMKBsPCFjeLdNqwy24Ph2gbduwpS",true,"DeLu4LLuniMe4ERPXoTRXVLFrq1xq3kjNQ68gGnTZ7Vc","https://explorer.solana.com/address/Atsc96ecUCQcQ1buZMKBsPCFjeLdNqwy24Ph2gbduwpS","Yukan Theros #217","YT","1,111 Yukan Theros have been brought to the present from 200 million years ago by an accidental time travel experiment, and they eventually fell in love with the Raptorz",700,"https://arweave.net/7myAmTJ82Ik-RoCCIb1DWKd-4b2CW_wCz60SOwQ6BCQ","[{""trait_type"":""Background"",""value"":""Island""},{""trait_type"":""Avatar"",""value"":""Brown""},{""trait_type"":""Face"",""value"":""PirateHat""},{""trait_type"":""Neck"",""value"":""None""},{""trait_type"":""Mouth"",""value"":""Blunt""}]","[{""type"":""image/png"",""uri"":""https://arweave.net/7myAmTJ82Ik-RoCCIb1DWKd-4b2CW_wCz60SOwQ6BCQ""}]","[{""address"":""DeLu4LLuniMe4ERPXoTRXVLFrq1xq3kjNQ68gGnTZ7Vc"",""share"":100}]","image","Yukan Theros","Theros"
"[""H8mwGryAdk5GNKpQhQCw1LQRzLsQCfHLupp6x1rcCRNv"",""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""7QVsmKm2jEMsTnChzcv3purrvHAtZv3LXSSzDLmCKkoZ""]","K-Labs | #230","[0,10,90]","KLABS","https://bafybeihrleywg2a34ejskcbfeddnz436iorqcmkxngbppj4thzkbpwllwe.ipfs.dweb.link/230.json","[1,0,0]",true,"FcodjEmWzQvRggtcRJQeNxRV6TsjJjYG6U81Jcwfcyy8",true,"2xqhpuZ5knUheSyd8fbNbmJsPQAZnCpvYAAbtBBQZHbK","https://explorer.solana.com/address/FcodjEmWzQvRggtcRJQeNxRV6TsjJjYG6U81Jcwfcyy8","K-Labs | #230","KLABS","K-Labs NFTs give access to a suite of Solana tools",700,"https://bafybeifygqh3nufiugp4wa5vmvke7idpbnbkmne5rhslgqkcaouzxju6py.ipfs.dweb.link/5.png?ext=png","[{""trait_type"":""Pass Number"",""value"":""230""},{""trait_type"":""Card Type"",""value"":""The Brain""},{""trait_type"":""Base"",""value"":""Tech""}]","[{""uri"":""https://bafybeifygqh3nufiugp4wa5vmvke7idpbnbkmne5rhslgqkcaouzxju6py.ipfs.dweb.link/5.png?ext=png"",""type"":""image/png""},{""uri"":""https://bafybeifygqh3nufiugp4wa5vmvke7idpbnbkmne5rhslgqkcaouzxju6py.ipfs.dweb.link/5.mp4?ext=mp4"",""type"":""video/mp4""}]","[{""address"":""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""share"":10},{""address"":""7QVsmKm2jEMsTnChzcv3purrvHAtZv3LXSSzDLmCKkoZ"",""share"":90}]","video","K-Labs","Klabs"
"[""617G5CJVtxxJDPVYa6Y2Gm4fjRZfEsb7LsQhVdcNsD3N"",""FRZDPnBcWtxfmqUiZqVLf85hdidhBuaRsUmvfwNZ8KRm""]","17 Dusk Way","[0,100]","CRYPTOCRIB","https://arweave.net/-ksLgZyIJpq0Z_qI17iM5aUr4EUVJjhsFfdUEA6tXxA","[1,1]",true,"9FHXkNSZDwNjEvMCb3vdXGcUFv72Wvmj2UsGY8QSqgwx",true,"FRZDPnBcWtxfmqUiZqVLf85hdidhBuaRsUmvfwNZ8KRm","https://explorer.solana.com/address/9FHXkNSZDwNjEvMCb3vdXGcUFv72Wvmj2UsGY8QSqgwx","17 Dusk Way","CRYPTOCRIB","CryptoCribs is a collection of one-of-a-kind lo-fi inspired homes residing in the meta city of Lunia.",500,"https://arweave.net/1FNoW02mOC5bmr5lvthMPBh_gCwHfURb0pvBxUIL7kw","[{""trait_type"":""Street"",""value"":""Dusk Way""},{""trait_type"":""Background"",""value"":""Constellation""},{""trait_type"":""Base"",""value"":""Boxy""},{""trait_type"":""Color"",""value"":""Teal""},{""trait_type"":""Rear"",""value"":""Balcony""},{""trait_type"":""Left"",""value"":""Triple Sign""},{""trait_type"":""Walkway"",""value"":""Flat Staircase""},{""trait_type"":""Front Entrance"",""value"":""Screen Door""},{""trait_type"":""Front Window"",""value"":""Arched""},{""trait_type"":""Front"",""value"":""Bookshelf""},{""trait_type"":""Right"",""value"":""Rigid Windows""},{""trait_type"":""Roof Left"",""value"":""City Billboard""},{""trait_type"":""Roof Right"",""value"":""Pool""},{""trait_type"":""Right Corner"",""value"":""Fire Hydrant""}]","[{""type"":""image/png"",""uri"":""https://arweave.net/1FNoW02mOC5bmr5lvthMPBh_gCwHfURb0pvBxUIL7kw""}]","[{""address"":""FRZDPnBcWtxfmqUiZqVLf85hdidhBuaRsUmvfwNZ8KRm"",""share"":100}]","image","CryptoCribs","CryptoCribs"
"[""6JYM3e2gmrPb2pivGeqcoZKso5zAFgPG6KCcwRcnaSrm"",""DeLu4LLuniMe4ERPXoTRXVLFrq1xq3kjNQ68gGnTZ7Vc""]","Yukan Theros #606","[0,100]","YT","https://arweave.net/27ikvrDU6E-X5FZLLKxuNATI5tpNiIECyJRt1onCLm0","[1,0]",true,"5xR8D7SEeydyT5dQGwR7CyrXT2P8pzQhaj88Gahrn1k6",true,"DeLu4LLuniMe4ERPXoTRXVLFrq1xq3kjNQ68gGnTZ7Vc","https://explorer.solana.com/address/5xR8D7SEeydyT5dQGwR7CyrXT2P8pzQhaj88Gahrn1k6","Yukan Theros #606","YT","1,111 Yukan Theros have been brought to the present from 200 million years ago by an accidental time travel experiment, and they eventually fell in love with the Raptorz",700,"https://arweave.net/chpJhj0NxmI8MUHg3UeZSApU8fv3RNDETVAn1S4xns4","[{""trait_type"":""Background"",""value"":""Turquoise""},{""trait_type"":""Avatar"",""value"":""Cosmos""},{""trait_type"":""Face"",""value"":""PirateHat""},{""trait_type"":""Neck"",""value"":""None""},{""trait_type"":""Mouth"",""value"":""SaberTooth""}]","[{""type"":""image/png"",""uri"":""https://arweave.net/chpJhj0NxmI8MUHg3UeZSApU8fv3RNDETVAn1S4xns4""}]","[{""address"":""DeLu4LLuniMe4ERPXoTRXVLFrq1xq3kjNQ68gGnTZ7Vc"",""share"":100}]","image","Yukan Theros","Theros"
"[""6JYM3e2gmrPb2pivGeqcoZKso5zAFgPG6KCcwRcnaSrm"",""DeLu4LLuniMe4ERPXoTRXVLFrq1xq3kjNQ68gGnTZ7Vc""]","Yukan Theros #6","[0,100]","YT","https://arweave.net/qLvqYivxLLqGrxHg3LmF-gtNtduD0fRVycKTh9dVVHk","[1,0]",true,"xBRiX4LVPnCsbr3oDnCwpmL83dHqNmiTwjU2stjyfUG",true,"DeLu4LLuniMe4ERPXoTRXVLFrq1xq3kjNQ68gGnTZ7Vc","https://explorer.solana.com/address/xBRiX4LVPnCsbr3oDnCwpmL83dHqNmiTwjU2stjyfUG","Yukan Theros #6","YT","1,111 Yukan Theros have been brought to the present from 200 million years ago by an accidental time travel experiment, and they eventually fell in love with the Raptorz",700,"https://arweave.net/l3uokbVT0xPYxfX8EgeATiz6aiuSRpy2M979o1JQDTI","[{""trait_type"":""Background"",""value"":""MountFuji""},{""trait_type"":""Avatar"",""value"":""Robot""},{""trait_type"":""Face"",""value"":""Monkey""},{""trait_type"":""Neck"",""value"":""Muffler""},{""trait_type"":""Mouth"",""value"":""GasMask""}]","[{""type"":""image/png"",""uri"":""https://arweave.net/l3uokbVT0xPYxfX8EgeATiz6aiuSRpy2M979o1JQDTI""}]","[{""address"":""DeLu4LLuniMe4ERPXoTRXVLFrq1xq3kjNQ68gGnTZ7Vc"",""share"":100}]","image","Yukan Theros","Theros"
"[""5NEsS5qymJuDzmKTSKycR6dqRzS5iNJpCkUpNtV212D8"",""6wrL8rQzDWSH7PJyZRGsdBiNcrpD8Wd6vJzGVBinuCL3"",""65WusnURqmDR9PjHx39WDbVDdmbSJdnVoi1iUcUMKN1n""]","Alfred #200","[0,50,50]","SC","https://arweave.net/ZwOmdzP9L9jsRAMCLdOpZkcf55rflVF_8xt5F0qNG8s","[1,0,0]",true,"9XJyqEdDgHcoaQ1ChAMHfzeEieq5bwABLhQ5Ahy4z2UH",true,"6wrL8rQzDWSH7PJyZRGsdBiNcrpD8Wd6vJzGVBinuCL3","https://explorer.solana.com/address/9XJyqEdDgHcoaQ1ChAMHfzeEieq5bwABLhQ5Ahy4z2UH","Alfred #200","SC","Voted class clown 3 years in a row, Alfred's only mission in life is to disrupt his teachers. If he hasn't successfully made someone laugh so hard that milk came out their nose that day, he feels empty.",500,"https://arweave.net/_8dmK5u9H3KbmDQXjpSfJ9bESVOAd54xuQF2bYRlXRE","[{""trait_type"":""Creature"",""value"":""Alfred""},{""trait_type"":""Body"",""value"":""Green""},{""trait_type"":""Chin"",""value"":""Regular""},{""trait_type"":""Torso Pattern"",""value"":""Labyrinth""},{""trait_type"":""Top"",""value"":""Blue""},{""trait_type"":""Eyes"",""value"":""Regular Pupil""},{""trait_type"":""Mouth"",""value"":""Pointy Teeth Turquoise""},{""trait_type"":""Background"",""value"":""Pink""},{""trait_type"":""Torso Colour"",""value"":""Turquoise""},{""trait_type"":""Accessory"",""value"":""None""}]","[{""type"":""image/png"",""uri"":""https://arweave.net/_8dmK5u9H3KbmDQXjpSfJ9bESVOAd54xuQF2bYRlXRE""}]","[{""address"":""6wrL8rQzDWSH7PJyZRGsdBiNcrpD8Wd6vJzGVBinuCL3"",""share"":50},{""address"":""65WusnURqmDR9PjHx39WDbVDdmbSJdnVoi1iUcUMKN1n"",""share"":50}]",,"ScareCity","ScareCity Day 1"
"[""Db6Qu8HE7HWw8er2iUmpAaphJ5aW8CS7EEySunDrXpqV"",""GfmmC9mJGieYjJxkYSabzYCbtLaSm2iAbZScgLTeU9sn"",""mfU2SKFPgWPhXEa7sYbFf35K5ZD7qLE3xVoVHhQdk7N"",""57G2mwfM83VNKFNdrvMwTDJAo1xhoDSw6Wp5WyruRdyG""]","Crypto Idolz #5323","[0,50,49,1]","IDOLZ","https://arweave.net/ewI0nQGOb86B6lTSWy-2KM8EjRIbxzXtyAMPGb-760g","[1,0,0,0]",true,"Crsu7VedWSEEshuX8rFAwwvMXiHUoquGbZ7HV934w5D9",true,"57G2mwfM83VNKFNdrvMwTDJAo1xhoDSw6Wp5WyruRdyG","https://explorer.solana.com/address/Crsu7VedWSEEshuX8rFAwwvMXiHUoquGbZ7HV934w5D9","Crypto Idolz #5323","IDOLZ","6969 masterpieces capturing the natural female beauty",690,"https://www.arweave.net/qlYsmFeZshvqiV646GYBpx3lasfEk9_XxolkpDAfNkc?ext=png","[{""trait_type"":""BG"",""value"":""Sunrise""},{""trait_type"":""Body"",""value"":""Dark Rum""},{""trait_type"":""Body Size"",""value"":""Passion Fruit""},{""trait_type"":""Hand"",""value"":""None""},{""trait_type"":""Surprise"",""value"":""None""},{""trait_type"":""Legs"",""value"":""None""},{""trait_type"":""Accessories"",""value"":""Blush""},{""trait_type"":""Sweat"",""value"":""None""},{""trait_type"":""Surroundings"",""value"":""None""}]","[{""uri"":""https://www.arweave.net/qlYsmFeZshvqiV646GYBpx3lasfEk9_XxolkpDAfNkc?ext=png"",""type"":""image/png""}]","[{""address"":""GfmmC9mJGieYjJxkYSabzYCbtLaSm2iAbZScgLTeU9sn"",""share"":50},{""address"":""mfU2SKFPgWPhXEa7sYbFf35K5ZD7qLE3xVoVHhQdk7N"",""share"":49},{""address"":""57G2mwfM83VNKFNdrvMwTDJAo1xhoDSw6Wp5WyruRdyG"",""share"":1}]","image","CryptoIdolz 2nd Edition","CryptoIdolz"
"[""G6qLJXMNfCTjwnYP9FWo32MbLKuM9PkmLdkoMf9AyQeA"",""3CqJQPtTya2WZKtFnjQqSjRLrKZPa8BggpUKv91Np8Uw"",""LD8fjazmtd579odFEMvUibim2Dmsntzuws1vma1iQXW""]","TheChickenz Pixelation #1510","[0,65,35]","TCP","https://arweave.net/JqPB7JEVGIOEeWWJzpVwWaxeachMdDHse-6W0POE0S0","[1,0,0]",true,"9jTSGbxMTtmS5NNHCxWyzvDGuzWp3ir6fyC9R5nYjRD",true,"3CqJQPtTya2WZKtFnjQqSjRLrKZPa8BggpUKv91Np8Uw","https://explorer.solana.com/address/9jTSGbxMTtmS5NNHCxWyzvDGuzWp3ir6fyC9R5nYjRD","TheChickenz Pixelation #1510","TCP","TheChickenz Pixelation is a collection of 2,950 characters designed by Alvaro Serrano. By simply holding an NFT you will be able to share in the revenues of a Battle Royale mobile game. The 16,5% of monthly game profits shared among TheChickenz Pixelation NFTs. Stake your Chick to earn $CHICK.",750,"https://www.arweave.net/qdfIllBhkdglBfs7_nmvYvob5w-HOC_DgUv8HRen9zQ?ext=png","[{""trait_type"":""Background"",""value"":""Green Gradient""},{""trait_type"":""Skin"",""value"":""Chicken Pink""},{""trait_type"":""Face"",""value"":""Fire Breath""},{""trait_type"":""Hat"",""value"":""Frog""},{""trait_type"":""Clothes"",""value"":""Hawaiian Shirt""},{""trait_type"":""Accesory"",""value"":""Lollipop""}]","[{""uri"":""https://www.arweave.net/qdfIllBhkdglBfs7_nmvYvob5w-HOC_DgUv8HRen9zQ?ext=png"",""type"":""image/png""}]","[{""address"":""3CqJQPtTya2WZKtFnjQqSjRLrKZPa8BggpUKv91Np8Uw"",""share"":65},{""address"":""LD8fjazmtd579odFEMvUibim2Dmsntzuws1vma1iQXW"",""share"":35}]","image","TheChickenz Pixelation","TheChickenz Pixelation"
"[""FPgRG5BKztLr2aXYThwCnhJNRkUKKAbXBZNKg4hSMRKf"",""CkqwmiE23pxJ9ummSmc3y8VPd5VUWpdJpNsYRNDXYzCa"",""NTbqs5ir7X7uMYQtqbcpzi6r9AnwnWZZ5jZUHHZy5dx"",""2JsYLM3WdsqLjYGfnpa4Harwx3VPWDDkBtGkvrkEQBJi""]","The Aces NFT #3273","[0,15,15,70]","ACES","https://arweave.net/TOnqINZrsX6zOvL6sR8TLQKh2MIyDVrDyQISV0NSkKY","[1,0,0,0]",true,"DZzZTkSabq4wsM388AteQM1ukdU19VGFPF8S3qbjMbQ4",true,"2J9HZSVM2CsFNQ2WC6SYZYuh8uL4E9iLZbXcSnqrLZrY","https://explorer.solana.com/address/DZzZTkSabq4wsM388AteQM1ukdU19VGFPF8S3qbjMbQ4","The Aces NFT #3273","ACES","The Aces NFT",700,"https://arweave.net/FPGgQWXcJGZJhco9fZsHtl1UZ9akEYat3WN2fCv_MF0","[{""trait_type"":""Deck"",""value"":""9solanagreendeck""},{""trait_type"":""Suit"",""value"":""hearts""},{""trait_type"":""Value"",""value"":""9""},{""trait_type"":""Base"",""value"":""orange""},{""trait_type"":""Pattern"",""value"":""heartspattern2-3""},{""trait_type"":""Feature"",""value"":""radiant2""}]","[{""type"":""image/png"",""uri"":""https://arweave.net/FPGgQWXcJGZJhco9fZsHtl1UZ9akEYat3WN2fCv_MF0""}]","[{""address"":""CkqwmiE23pxJ9ummSmc3y8VPd5VUWpdJpNsYRNDXYzCa"",""share"":15},{""address"":""NTbqs5ir7X7uMYQtqbcpzi6r9AnwnWZZ5jZUHHZy5dx"",""share"":15},{""address"":""2JsYLM3WdsqLjYGfnpa4Harwx3VPWDDkBtGkvrkEQBJi"",""share"":70}]","image",,
